index,Category,Material,Recyclability_pct,Carbon_kgCO2,Biodegradability,Lifespan_years,Label,Variant
712,Crayons,Beeswax Crayons,20.1,0.666,98.4,2.93,Moderate,Untreated
384,Phone Cases,Hard Plastic Case,52.6,4.669,0.0,2.24,Not Sustainable,Premium
455,Wallets,Leather Wallet,34.3,11.091,8.8,8.48,Not Sustainable,Untreated
265,Coffee Filter,Stainless Steel Coffee Filter,97.8,2.168,0.0,23.05,Moderate,Untreated
644,Car Cleaning Cloth,Microfiber Cloth,17.3,4.173,0.8,4.87,Not Sustainable,Recycled
826,Candles,Soy Wax Candle,14.6,0.44,94.7,1.45,Moderate,Premium
445,Belts,Cork Belt,91.6,0.449,87.1,9.3,Eco-Friendly,Low-Grade
396,Laptop Cooling Pads,Plastic Cooling Pad,52.4,5.996,1.9,1.79,Not Sustainable,Recycled
177,Lunchboxes,Bamboo Lunchbox,90.2,0.046,88.8,5.43,Eco-Friendly,Low-Grade
19,Bottles,Glass Bottle,95.3,1.689,3.8,12.38,Moderate,Coated
599,Food Trays,Aluminum Tray,91.5,2.14,1.0,7.25,Moderate,Recycled
1010,Spoon,Steel Spoon,95.8,3.434,0.0,21.63,Moderate,Premium
62,Plates,Bamboo Plate,80.8,0.234,89.8,3.21,Eco-Friendly,Low-Grade
273,Cutting Boards,Plastic Cutting Board,23.5,7.172,0.3,2.39,Not Sustainable,Recycled
1043,Soap Holders,Bamboo Soap Dish,93.4,0.498,80.3,4.96,Eco-Friendly,Premium
279,Cutting Boards,Plastic Cutting Board,33.2,6.047,0.4,3.29,Not Sustainable,Untreated
713,Crayons,Soy Crayons,16.6,0.688,93.1,4.64,Not Sustainable,Coated
369,Phone Cases,Hard Plastic Case,27.4,4.596,0.0,1.15,Not Sustainable,Recycled
781,Edible Packaging,Edible Rice Straw,16.6,6.132,1.9,2.88,Not Sustainable,Coated
696,Crayons,Plastic Wax Crayons,41.4,7.877,0.4,4.14,Not Sustainable,Premium
676,Helmets,ABS Plastic Helmet,38.7,5.684,0.9,3.14,Not Sustainable,Low-Grade
548,Rugs,Wool Rug,59.8,2.758,89.2,5.39,Moderate,Untreated
984,Stool,Plastic Stool,56.9,2.862,0.0,2.86,Not Sustainable,Standard
763,Scale (Ruler),Wooden Ruler,86.2,0.579,89.9,17.95,Eco-Friendly,Low-Grade
457,Wallets,Cork Wallet,78.5,1.93,88.9,5.02,Moderate,Low-Grade
394,Laptop Cooling Pads,Bamboo Cooling Stand,91.4,0.936,61.6,4.03,Moderate,Standard
1110,Pan,Aluminum Pan,70.5,4.065,0.0,11.63,Not Sustainable,Coated
812,Candles,Beeswax Candle,38.3,0.837,89.3,1.8,Moderate,Low-Grade
376,Phone Cases,Biodegradable Case,22.9,1.871,98.1,0.1,Not Sustainable,Standard
413,Laptop Cooling Pads,Metal Cooling Stand,88.4,2.369,0.0,25.73,Moderate,Coated
75,Plates,Plastic Plate,53.3,4.038,0.0,3.37,Not Sustainable,Coated
1039,Soap Holders,Bamboo Soap Dish,96.6,0.275,78.3,4.43,Eco-Friendly,Standard
501,Wall Clocks,Plastic Wall Clock,42.0,5.025,0.5,0.82,Not Sustainable,Coated
679,Helmets,Recycled Polymer Helmet,59.5,2.659,1.9,3.33,Not Sustainable,Standard
115,Brushes,Bamboo Brush,94.5,1.071,67.2,6.49,Moderate,Low-Grade
418,Laptop Cooling Pads,Bamboo Cooling Stand,95.0,0.558,77.6,2.86,Moderate,Coated
90,Plates,Plastic Plate,31.8,4.055,0.0,1.15,Not Sustainable,Low-Grade
1063,Comb,Wooden Comb,66.4,1.291,84.7,19.08,Moderate,Untreated
499,Wall Clocks,Wooden Wall Clock,75.5,1.191,77.3,8.7,Moderate,Standard
1007,Spoon,Steel Spoon,94.8,2.81,0.4,22.91,Moderate,Premium
746,Geometry Boxes,Plastic Geometry Box,53.3,6.536,0.4,1.51,Not Sustainable,Recycled
12,Bottles,Plastic Bottle,27.2,2.804,0.2,1.65,Not Sustainable,Untreated
397,Laptop Cooling Pads,Bamboo Cooling Stand,97.0,1.011,72.3,7.12,Moderate,Low-Grade
788,Edible Packaging,Edible Spoon,51.0,5.808,1.4,4.15,Not Sustainable,Standard
954,Suitcase,Aluminum Suitcase,84.4,3.536,0.0,12.15,Not Sustainable,Premium
43,Bags,Cotton Bag,64.7,2.234,46.9,3.14,Not Sustainable,Untreated
168,Lunchboxes,Bamboo Lunchbox,87.2,0.78,78.4,4.29,Moderate,Low-Grade
417,Laptop Cooling Pads,Plastic Cooling Pad,40.2,3.942,2.4,3.09,Not Sustainable,Low-Grade
577,Food Trays,Sugarcane Bagasse Tray,38.2,0.369,92.2,0.1,Moderate,Low-Grade
912,Baby Bottles,Silicone Baby Bottle,18.2,1.666,0.2,7.46,Not Sustainable,Untreated
427,Belts,Cork Belt,70.5,1.21,81.3,12.83,Moderate,Recycled
545,Rugs,Wool Rug,85.9,3.322,69.4,14.44,Moderate,Coated
1040,Soap Holders,Plastic Soap Dish,30.1,7.546,0.0,2.17,Not Sustainable,Untreated
1090,Pan,Cast Iron Pan,14.2,3.06,1.1,2.48,Not Sustainable,Premium
828,Candles,Paraffin Wax Candle,47.9,5.602,2.9,2.32,Not Sustainable,Premium
747,Geometry Boxes,Metal Geometry Box,84.5,4.176,0.2,14.78,Not Sustainable,Untreated
258,Coffee Filter,Disposable Plastic Coffee Pods,19.7,6.391,1.0,3.21,Not Sustainable,Coated
336,Disposable Cups,Plastic Cup,41.6,5.548,3.4,4.38,Not Sustainable,Standard
16,Bottles,Plastic Bottle,24.5,5.996,0.0,5.07,Not Sustainable,Coated
765,Scale (Ruler),Plastic Ruler,48.4,7.98,0.0,0.96,Not Sustainable,Standard
325,Disposable Plates,Areca Leaf Plate,77.7,0.837,85.7,0.13,Moderate,Premium
921,Baby Bottles,Silicone Baby Bottle,32.5,2.282,0.2,6.24,Not Sustainable,Coated
914,Baby Bottles,Plastic Baby Bottle,13.6,7.969,0.0,2.49,Not Sustainable,Coated
223,Food Wraps,Beeswax Food Wrap,20.9,0.871,90.6,1.75,Not Sustainable,Premium
180,Lunchboxes,Bamboo Lunchbox,93.2,0.649,69.4,6.0,Moderate,Untreated
100,Brushes,Bamboo Brush,87.1,0.838,78.6,3.2,Moderate,Premium
522,Curtains,Polyester Curtains,29.1,7.998,0.0,2.84,Not Sustainable,Untreated
23,Bottles,Glass Bottle,91.9,0.704,1.2,8.88,Moderate,Coated
357,Disposable Cups,Plastic Cup,21.1,3.946,0.2,1.76,Not Sustainable,Untreated
809,Edible Packaging,Edible Spoon,49.8,6.029,1.4,1.01,Not Sustainable,Low-Grade
1031,Soap Holders,Bamboo Soap Dish,88.5,0.617,61.7,5.87,Moderate,Standard
612,Seedling Pots,Plastic Nursery Pot,50.4,5.301,0.0,0.76,Not Sustainable,Low-Grade
849,Reusable Cups,Plastic Cup,32.6,7.419,0.0,3.86,Not Sustainable,Coated
341,Disposable Cups,Bioplastic Cup,15.8,4.863,1.0,1.69,Not Sustainable,Coated
432,Belts,Leather Belt,21.0,7.544,15.0,7.08,Not Sustainable,Recycled
925,Baby Bottles,Glass Baby Bottle,90.6,1.795,3.3,18.14,Moderate,Coated
1000,Spoon,Bamboo Spoon,92.7,0.687,90.3,5.53,Eco-Friendly,Untreated
204,Cotton Pads,Synthetic Cotton Pads,85.9,2.424,59.4,0.45,Moderate,Untreated
877,Reusable Straws,Steel Straw,90.3,2.712,0.0,17.11,Moderate,Untreated
94,Brushes,Bamboo Brush,95.9,0.712,64.2,3.58,Moderate,Untreated
1060,Comb,Wooden Comb,77.9,2.388,60.8,12.95,Moderate,Recycled
69,Plates,Plastic Plate,42.2,5.934,1.7,1.1,Not Sustainable,Untreated
758,Scale (Ruler),Metal Ruler,99.3,3.426,0.0,18.56,Moderate,Premium
285,Cutting Boards,Plastic Cutting Board,31.9,7.5,1.3,0.93,Not Sustainable,Coated
965,Stool,Metal Stool,94.2,4.467,0.0,19.13,Moderate,Recycled
435,Belts,Cork Belt,74.6,1.617,94.6,3.14,Moderate,Standard
154,Lunchboxes,Steel Lunchbox,94.0,3.568,0.0,11.12,Moderate,Recycled
76,Plates,Palm Leaf Plate,11.4,4.192,0.0,4.82,Not Sustainable,Low-Grade
884,Reusable Straws,Bamboo Straw,93.7,0.987,68.5,5.4,Moderate,Untreated
581,Food Trays,Aluminum Tray,81.7,4.425,0.0,13.51,Not Sustainable,Coated
447,Belts,Cork Belt,75.3,0.651,83.9,6.93,Moderate,Untreated
189,Cotton Pads,Synthetic Cotton Pads,68.2,1.923,39.3,3.34,Not Sustainable,Premium
272,Cutting Boards,Wooden Cutting Board,71.2,1.291,91.6,22.7,Moderate,Coated
237,Food Wraps,Plastic Wrap,55.7,4.41,0.0,2.99,Not Sustainable,Low-Grade
488,Wall Clocks,Metal Wall Clock,92.8,1.452,0.0,23.05,Moderate,Low-Grade
1074,Comb,Plastic Comb,58.9,5.26,0.0,1.3,Not Sustainable,Standard
560,Rugs,Wool Rug,63.7,4.038,68.9,6.3,Moderate,Premium
118,Brushes,Bamboo Brush,83.8,1.075,76.6,3.67,Moderate,Standard
989,Stool,Metal Stool,97.8,2.309,0.0,11.37,Moderate,Premium
981,Stool,Plastic Stool,43.6,4.342,3.3,2.7,Not Sustainable,Coated
513,Curtains,Cotton Curtains,81.4,2.003,34.0,3.59,Moderate,Coated
634,Car Cleaning Cloth,Microfiber Cloth,14.3,2.413,0.0,2.76,Not Sustainable,Coated
666,Helmets,ABS Plastic Helmet,17.6,3.236,0.5,3.08,Not Sustainable,Untreated
847,Reusable Cups,Steel Mug,91.1,3.501,0.0,20.37,Moderate,Coated
721,Geometry Boxes,Metal Geometry Box,92.0,1.38,0.6,8.99,Moderate,Coated
127,Toothbrushes,Bamboo Toothbrush,92.8,0.851,94.8,3.27,Moderate,Recycled
117,Brushes,Plastic Brush,19.3,7.878,0.0,4.56,Not Sustainable,Untreated
474,Wallets,PU Leather Wallet,24.9,7.472,0.0,5.04,Not Sustainable,Premium
874,Reusable Straws,Steel Straw,98.1,3.566,0.0,9.09,Moderate,Standard
58,Bags,Cotton Bag,87.1,3.839,29.3,0.1,Not Sustainable,Coated
604,Seedling Pots,Coir Pot,35.6,0.811,27.4,5.68,Not Sustainable,Low-Grade
817,Candles,Soy Wax Candle,21.2,0.77,95.2,1.64,Not Sustainable,Untreated
657,Car Cleaning Cloth,Cotton Cloth,64.5,2.402,36.3,2.53,Not Sustainable,Premium
766,Scale (Ruler),Wooden Ruler,71.2,0.537,67.9,19.19,Moderate,Premium
1023,Soap Holders,Bamboo Soap Dish,87.2,1.002,64.2,2.57,Moderate,Low-Grade
106,Brushes,Bamboo Brush,84.1,0.511,84.1,6.1,Moderate,Standard
636,Car Cleaning Cloth,Microfiber Cloth,11.5,2.334,1.5,4.06,Not Sustainable,Standard
370,Phone Cases,Biodegradable Case,28.3,1.038,71.4,1.4,Not Sustainable,Recycled
269,Coffee Filter,Paper Coffee Filter,90.4,1.124,100.0,0.26,Moderate,Low-Grade
656,Car Cleaning Cloth,Microfiber Cloth,12.6,4.05,0.0,3.81,Not Sustainable,Premium
47,Bags,Jute Bag,96.3,1.516,73.5,3.7,Moderate,Recycled
350,Disposable Cups,Bioplastic Cup,58.3,8.263,0.0,3.09,Not Sustainable,Premium
196,Cotton Pads,Organic Cotton Pads,62.4,1.873,29.4,2.79,Not Sustainable,Low-Grade
103,Brushes,Bamboo Brush,90.0,1.181,83.1,4.22,Moderate,Untreated
1001,Spoon,Steel Spoon,98.3,1.631,0.0,9.15,Moderate,Low-Grade
955,Suitcase,Recycled Plastic Suitcase,47.3,5.706,1.7,2.19,Not Sustainable,Premium
835,Candles,Soy Wax Candle,31.5,0.36,97.0,2.91,Moderate,Low-Grade
890,Reusable Straws,Bamboo Straw,94.1,0.67,92.0,2.13,Eco-Friendly,Low-Grade
264,Coffee Filter,Disposable Plastic Coffee Pods,30.4,5.789,2.1,2.53,Not Sustainable,Recycled
906,Baby Bottles,Silicone Baby Bottle,31.4,2.346,0.0,9.49,Not Sustainable,Low-Grade
444,Belts,Leather Belt,23.3,11.106,17.2,8.24,Not Sustainable,Untreated
818,Candles,Beeswax Candle,13.8,0.945,97.4,1.9,Not Sustainable,Recycled
716,Crayons,Soy Crayons,32.1,0.206,90.7,1.43,Moderate,Premium
305,Disposable Plates,Bagasse Plate,19.8,0.626,89.1,0.1,Not Sustainable,Low-Grade
342,Disposable Cups,Plastic Cup,35.0,3.424,0.0,4.21,Not Sustainable,Standard
732,Geometry Boxes,Plastic Geometry Box,50.7,6.739,0.0,0.55,Not Sustainable,Recycled
314,Disposable Plates,Bagasse Plate,31.4,0.245,88.0,0.72,Moderate,Premium
150,Toothbrushes,Plastic Toothbrush,10.8,3.835,0.0,2.97,Not Sustainable,Standard
125,Toothbrushes,Biodegradable Toothbrush,48.4,6.301,0.0,3.5,Not Sustainable,Low-Grade
945,Suitcase,Aluminum Suitcase,83.0,5.308,0.0,6.1,Not Sustainable,Premium
986,Stool,Metal Stool,89.7,2.074,0.9,16.73,Moderate,Untreated
698,Crayons,Soy Crayons,27.2,0.554,95.6,3.43,Moderate,Low-Grade
665,Helmets,Recycled Polymer Helmet,57.0,5.099,1.5,7.37,Not Sustainable,Premium
51,Bags,Polyester Bag,12.9,3.447,2.1,3.7,Not Sustainable,Standard
354,Disposable Cups,Plastic Cup,41.5,7.268,0.0,2.05,Not Sustainable,Coated
1067,Comb,Metal Comb,92.7,3.725,1.2,21.14,Moderate,Untreated
143,Toothbrushes,Biodegradable Toothbrush,17.3,6.155,1.0,1.82,Not Sustainable,Premium
471,Wallets,PU Leather Wallet,15.2,6.86,0.6,2.67,Not Sustainable,Untreated
654,Car Cleaning Cloth,Microfiber Cloth,23.5,2.456,0.0,2.24,Not Sustainable,Coated
400,Laptop Cooling Pads,Bamboo Cooling Stand,82.5,0.358,83.8,7.07,Eco-Friendly,Untreated
761,Scale (Ruler),Metal Ruler,92.0,1.351,0.4,9.26,Moderate,Recycled
321,Disposable Plates,Plastic Plate,20.6,5.286,1.0,2.2,Not Sustainable,Premium
20,Bottles,Plastic Bottle,61.0,3.827,0.4,3.17,Not Sustainable,Coated
685,Helmets,Recycled Polymer Helmet,59.2,4.304,0.0,5.32,Not Sustainable,Coated
971,Stool,Metal Stool,86.3,1.961,0.0,21.33,Moderate,Recycled
949,Suitcase,Recycled Plastic Suitcase,47.7,6.072,0.1,3.98,Not Sustainable,Coated
970,Stool,Solid Wood Stool,60.2,1.75,81.9,9.28,Moderate,Recycled
408,Laptop Cooling Pads,Plastic Cooling Pad,35.0,6.412,0.7,3.48,Not Sustainable,Coated
538,Curtains,Polyester Curtains,24.6,6.903,0.7,2.74,Not Sustainable,Untreated
962,Stool,Metal Stool,96.7,3.13,1.5,19.06,Moderate,Coated
756,Scale (Ruler),Plastic Ruler,19.1,5.194,0.0,2.7,Not Sustainable,Recycled
39,Bags,Polyester Bag,50.1,7.387,0.9,0.67,Not Sustainable,Recycled
176,Lunchboxes,Plastic Lunchbox,51.0,6.925,3.0,3.38,Not Sustainable,Premium
246,Coffee Filter,Disposable Plastic Coffee Pods,45.1,5.909,0.9,2.49,Not Sustainable,Coated
994,Spoon,Bamboo Spoon,94.1,0.923,62.0,6.54,Moderate,Standard
810,Edible Packaging,Non-edible Plastic Straw,54.3,7.186,0.4,1.99,Not Sustainable,Premium
909,Baby Bottles,Silicone Baby Bottle,22.1,1.884,1.4,2.4,Not Sustainable,Recycled
490,Wall Clocks,Wooden Wall Clock,70.4,1.515,92.8,24.53,Moderate,Standard
155,Lunchboxes,Plastic Lunchbox,23.5,5.213,0.0,3.41,Not Sustainable,Premium
639,Car Cleaning Cloth,Cotton Cloth,81.1,2.352,61.4,3.54,Moderate,Low-Grade
663,Helmets,Recycled Polymer Helmet,67.1,1.956,1.7,4.42,Not Sustainable,Untreated
288,Cutting Boards,Plastic Cutting Board,12.2,4.684,1.4,2.78,Not Sustainable,Premium
626,Seedling Pots,Jiffy Peat Pot,30.9,0.627,26.2,3.21,Not Sustainable,Untreated
686,Helmets,ABS Plastic Helmet,30.7,6.906,1.2,4.91,Not Sustainable,Recycled
896,Reusable Straws,Bamboo Straw,86.9,0.513,73.3,1.44,Moderate,Premium
570,Rugs,Polyester Rug,21.0,2.618,0.3,3.12,Not Sustainable,Coated
1068,Comb,Plastic Comb,21.1,7.705,0.9,0.6,Not Sustainable,Untreated
18,Bottles,Steel Bottle,95.7,2.002,0.3,11.32,Moderate,Recycled
128,Toothbrushes,Biodegradable Toothbrush,35.8,4.105,0.0,1.62,Not Sustainable,Premium
323,Disposable Plates,Bagasse Plate,17.6,0.812,90.3,0.22,Not Sustainable,Untreated
256,Coffee Filter,Stainless Steel Coffee Filter,96.6,2.464,0.0,24.59,Moderate,Untreated
797,Edible Packaging,Edible Spoon,48.9,5.767,0.6,0.72,Not Sustainable,Premium
1093,Pan,Cast Iron Pan,49.5,5.994,0.3,1.7,Not Sustainable,Coated
191,Cotton Pads,Bamboo Cotton Pads,82.0,0.864,63.7,2.58,Moderate,Coated
116,Brushes,Wooden Brush,82.1,1.43,65.1,16.09,Moderate,Untreated
1087,Pan,Cast Iron Pan,33.6,7.104,1.6,2.74,Not Sustainable,Premium
870,Reusable Cups,Plastic Cup,50.0,4.678,1.1,3.76,Not Sustainable,Recycled
607,Seedling Pots,Coir Pot,25.1,1.274,19.2,8.55,Not Sustainable,Premium
181,Cotton Pads,Organic Cotton Pads,59.3,3.784,53.1,1.0,Not Sustainable,Low-Grade
302,Disposable Plates,Bagasse Plate,34.5,0.314,86.9,0.1,Moderate,Recycled
915,Baby Bottles,Silicone Baby Bottle,27.1,1.45,0.3,5.72,Not Sustainable,Premium
862,Reusable Cups,Steel Mug,94.1,1.598,0.0,14.01,Moderate,Recycled
875,Reusable Straws,Bamboo Straw,81.9,0.547,90.5,3.28,Moderate,Low-Grade
829,Candles,Soy Wax Candle,17.9,0.77,86.5,1.9,Not Sustainable,Recycled
938,Suitcase,Polycarbonate Suitcase,34.4,2.529,0.2,7.45,Not Sustainable,Premium
804,Edible Packaging,Non-edible Plastic Straw,49.6,4.964,1.0,3.79,Not Sustainable,Untreated
518,Curtains,Polyester Curtains,29.7,7.069,0.0,3.94,Not Sustainable,Low-Grade
373,Phone Cases,Biodegradable Case,34.2,1.452,99.2,0.73,Not Sustainable,Untreated
46,Bags,Cotton Bag,86.1,3.214,27.1,2.1,Not Sustainable,Premium
477,Wallets,PU Leather Wallet,3.6,7.968,0.0,4.29,Not Sustainable,Coated
158,Lunchboxes,Plastic Lunchbox,52.4,7.114,0.7,2.21,Not Sustainable,Standard
899,Reusable Straws,Bamboo Straw,86.8,0.828,92.4,2.34,Moderate,Standard
172,Lunchboxes,Steel Lunchbox,94.7,3.75,0.0,23.36,Moderate,Recycled
17,Bottles,Bamboo Bottle,83.0,0.418,78.3,4.93,Moderate,Low-Grade
512,Curtains,Polyester Curtains,38.2,7.06,0.6,1.35,Not Sustainable,Standard
49,Bags,Cotton Bag,60.7,2.436,53.3,2.82,Not Sustainable,Untreated
192,Cotton Pads,Synthetic Cotton Pads,69.2,3.798,47.6,1.49,Not Sustainable,Untreated
1009,Spoon,Bamboo Spoon,93.2,0.376,91.3,2.4,Eco-Friendly,Coated
516,Curtains,Polyester Curtains,24.2,6.829,1.3,1.88,Not Sustainable,Premium
824,Candles,Beeswax Candle,30.0,1.008,99.0,4.75,Moderate,Low-Grade
916,Baby Bottles,Glass Baby Bottle,91.4,1.116,3.6,8.22,Moderate,Standard
481,Wall Clocks,Wooden Wall Clock,92.3,0.685,86.9,17.36,Eco-Friendly,Recycled
284,Cutting Boards,Wooden Cutting Board,90.0,1.85,81.8,20.97,Moderate,Premium
868,Reusable Cups,Steel Mug,96.3,3.049,0.0,16.47,Moderate,Premium
794,Edible Packaging,Edible Spoon,18.6,4.166,0.0,0.1,Not Sustainable,Recycled
226,Food Wraps,Beeswax Food Wrap,14.3,0.415,97.8,4.28,Moderate,Coated
27,Bottles,Glass Bottle,87.7,1.678,0.9,13.13,Moderate,Untreated
941,Suitcase,Polycarbonate Suitcase,24.9,3.879,0.0,3.95,Not Sustainable,Recycled
438,Belts,Leather Belt,27.2,6.229,6.1,3.35,Not Sustainable,Coated
1081,Pan,Cast Iron Pan,52.3,5.274,0.1,3.27,Not Sustainable,Recycled
365,Phone Cases,Silicone Case,29.0,1.74,0.4,15.85,Not Sustainable,Standard
230,Food Wraps,Aluminum Foil,92.6,3.49,1.0,5.75,Not Sustainable,Untreated
38,Bags,Jute Bag,88.0,0.869,97.9,5.34,Moderate,Premium
670,Helmets,ABS Plastic Helmet,59.2,7.123,0.0,2.79,Not Sustainable,Coated
750,Geometry Boxes,Plastic Geometry Box,19.1,5.891,0.0,0.6,Not Sustainable,Recycled
1094,Pan,Non-stick Pan,49.6,5.03,1.3,4.45,Not Sustainable,Premium
375,Phone Cases,Hard Plastic Case,25.7,7.199,0.0,3.08,Not Sustainable,Low-Grade
470,Wallets,Leather Wallet,24.4,9.898,13.6,4.03,Not Sustainable,Premium
1095,Pan,Aluminum Pan,79.3,2.214,0.1,14.95,Not Sustainable,Standard
688,Helmets,ABS Plastic Helmet,20.3,2.716,0.2,4.13,Not Sustainable,Low-Grade
1021,Soap Holders,Bamboo Soap Dish,87.0,0.7,73.7,3.28,Moderate,Recycled
850,Reusable Cups,Steel Mug,90.5,3.571,0.0,26.61,Moderate,Low-Grade
878,Reusable Straws,Bamboo Straw,92.9,0.536,75.9,2.13,Moderate,Standard
195,Cotton Pads,Synthetic Cotton Pads,60.2,1.747,65.0,2.82,Moderate,Recycled
1061,Comb,Metal Comb,83.2,1.221,0.8,25.78,Moderate,Low-Grade
1033,Soap Holders,Bamboo Soap Dish,88.8,0.6,75.6,3.43,Moderate,Recycled
504,Wall Clocks,Plastic Wall Clock,9.0,5.445,0.0,0.55,Not Sustainable,Recycled
1109,Pan,Non-stick Pan,12.1,7.413,1.2,2.82,Not Sustainable,Untreated
997,Spoon,Bamboo Spoon,86.4,0.842,90.7,2.5,Moderate,Coated
580,Food Trays,Sugarcane Bagasse Tray,34.1,1.086,79.5,0.42,Not Sustainable,Recycled
161,Lunchboxes,Plastic Lunchbox,18.8,4.934,2.0,3.44,Not Sustainable,Standard
681,Helmets,Recycled Polymer Helmet,65.6,3.406,0.2,6.29,Not Sustainable,Premium
1047,Soap Holders,Bamboo Soap Dish,83.9,0.782,89.4,2.29,Moderate,Coated
163,Lunchboxes,Steel Lunchbox,93.4,2.082,0.3,28.22,Moderate,Standard
706,Crayons,Beeswax Crayons,10.4,0.853,92.1,3.16,Not Sustainable,Untreated
848,Reusable Cups,Bamboo Cup,98.8,0.88,60.3,5.37,Moderate,Recycled
153,Lunchboxes,Bamboo Lunchbox,94.6,0.388,86.0,4.99,Eco-Friendly,Standard
825,Candles,Paraffin Wax Candle,13.0,6.191,1.0,1.74,Not Sustainable,Coated
845,Reusable Cups,Bamboo Cup,94.3,1.202,89.8,4.71,Moderate,Coated
911,Baby Bottles,Plastic Baby Bottle,49.1,7.583,0.0,4.66,Not Sustainable,Premium
112,Brushes,Bamboo Brush,94.9,0.761,64.3,5.42,Moderate,Premium
227,Food Wraps,Aluminum Foil,72.1,4.665,0.6,18.76,Not Sustainable,Low-Grade
1080,Comb,Plastic Comb,58.0,6.639,0.0,1.26,Not Sustainable,Premium
104,Brushes,Wooden Brush,75.2,2.794,78.2,15.88,Moderate,Untreated
422,Belts,Leather Belt,42.3,9.033,12.4,6.2,Not Sustainable,Recycled
420,Laptop Cooling Pads,Plastic Cooling Pad,43.3,6.23,0.0,2.44,Not Sustainable,Recycled
905,Baby Bottles,Plastic Baby Bottle,29.1,6.455,1.4,5.09,Not Sustainable,Recycled
587,Food Trays,Aluminum Tray,80.0,3.655,0.0,4.43,Not Sustainable,Premium
939,Suitcase,Aluminum Suitcase,91.0,4.2,0.0,10.7,Not Sustainable,Untreated
673,Helmets,Recycled Polymer Helmet,71.5,4.26,0.3,8.84,Not Sustainable,Coated
120,Brushes,Plastic Brush,55.2,4.058,0.2,2.29,Not Sustainable,Standard
54,Bags,Polyester Bag,49.8,6.791,0.6,2.94,Not Sustainable,Coated
152,Lunchboxes,Plastic Lunchbox,49.5,3.845,0.2,1.43,Not Sustainable,Coated
404,Laptop Cooling Pads,Metal Cooling Stand,96.1,2.457,0.0,21.43,Moderate,Untreated
1102,Pan,Cast Iron Pan,26.5,7.837,0.3,2.28,Not Sustainable,Coated
208,Cotton Pads,Organic Cotton Pads,85.2,1.235,43.4,2.76,Moderate,Standard
1051,Comb,Wooden Comb,72.3,0.491,72.8,6.11,Moderate,Premium
659,Car Cleaning Cloth,Cotton Cloth,64.8,1.958,70.6,2.85,Moderate,Premium
1014,Spoon,Plastic Spoon,56.4,4.602,2.1,2.02,Not Sustainable,Low-Grade
919,Baby Bottles,Glass Baby Bottle,87.2,1.766,0.3,7.16,Moderate,Coated
9,Bottles,Bamboo Bottle,80.6,0.982,82.8,6.31,Moderate,Standard
969,Stool,Plastic Stool,51.8,4.307,0.9,3.53,Not Sustainable,Recycled
37,Bags,Cotton Bag,80.8,2.531,65.4,1.81,Moderate,Coated
453,Wallets,PU Leather Wallet,10.2,8.93,0.1,3.97,Not Sustainable,Recycled
652,Car Cleaning Cloth,Microfiber Cloth,20.6,3.848,3.4,4.65,Not Sustainable,Coated
254,Coffee Filter,Paper Coffee Filter,87.5,0.332,93.3,2.49,Eco-Friendly,Coated
304,Disposable Plates,Areca Leaf Plate,82.9,0.551,90.1,0.91,Moderate,Low-Grade
901,Baby Bottles,Glass Baby Bottle,85.4,0.738,1.8,11.56,Moderate,Untreated
