index,Category,Material,Recyclability_pct,Carbon_kgCO2,Biodegradability,Lifespan_years,Label,Variant
572,Food Trays,Aluminum Tray,86.3,5.525,1.9,7.39,Not Sustainable,Standard
624,Seedling Pots,Plastic Nursery Pot,37.9,7.033,0.0,3.76,Not Sustainable,Standard
1091,Pan,Non-stick Pan,33.0,2.845,0.0,3.35,Not Sustainable,Premium
869,Reusable Cups,Bamboo Cup,87.8,0.723,64.8,3.28,Moderate,Standard
859,Reusable Cups,Steel Mug,98.2,2.902,0.0,20.27,Moderate,Coated
263,Coffee Filter,Paper Coffee Filter,86.4,1.171,85.7,0.1,Moderate,Standard
611,Seedling Pots,Jiffy Peat Pot,22.4,1.145,33.6,8.22,Not Sustainable,Standard
298,Cutting Boards,Bamboo Cutting Board,94.5,1.037,67.3,6.39,Moderate,Standard
415,Laptop Cooling Pads,Bamboo Cooling Stand,95.8,0.785,88.4,3.57,Moderate,Standard
151,Lunchboxes,Steel Lunchbox,92.5,3.699,0.1,10.59,Not Sustainable,Recycled
947,Suitcase,Polycarbonate Suitcase,36.3,4.569,1.3,4.0,Not Sustainable,Premium
779,Scale (Ruler),Metal Ruler,84.3,2.361,0.0,10.47,Not Sustainable,Recycled
641,Car Cleaning Cloth,Cotton Cloth,76.7,3.303,58.0,4.36,Moderate,Coated
1046,Soap Holders,Plastic Soap Dish,49.1,4.759,0.0,3.28,Not Sustainable,Standard
551,Rugs,Wool Rug,75.3,3.26,89.7,6.31,Moderate,Recycled
950,Suitcase,Polycarbonate Suitcase,16.6,3.847,0.0,5.39,Not Sustainable,Coated
489,Wall Clocks,Plastic Wall Clock,46.8,3.301,0.9,3.34,Not Sustainable,Standard
820,Candles,Soy Wax Candle,33.0,0.185,84.4,1.36,Moderate,Low-Grade
711,Crayons,Plastic Wax Crayons,56.8,7.196,0.3,3.76,Not Sustainable,Coated
148,Toothbrushes,Bamboo Toothbrush,80.3,1.356,74.3,1.31,Moderate,Low-Grade
147,Toothbrushes,Plastic Toothbrush,58.3,5.613,1.1,2.92,Not Sustainable,Untreated
1053,Comb,Plastic Comb,36.9,7.109,0.7,4.52,Not Sustainable,Untreated
346,Disposable Cups,Paper Cup,79.8,0.749,88.2,0.1,Moderate,Low-Grade
893,Reusable Straws,Bamboo Straw,86.4,0.748,75.2,3.73,Moderate,Standard
1042,Soap Holders,Plastic Soap Dish,37.6,4.818,0.3,2.89,Not Sustainable,Standard
660,Car Cleaning Cloth,Microfiber Cloth,28.8,3.73,0.3,2.28,Not Sustainable,Low-Grade
771,Scale (Ruler),Plastic Ruler,29.0,5.37,1.0,4.84,Not Sustainable,Untreated
349,Disposable Cups,Paper Cup,62.8,0.754,83.8,0.7,Moderate,Coated
464,Wallets,Leather Wallet,39.2,10.197,6.5,4.96,Not Sustainable,Coated
326,Disposable Plates,Bagasse Plate,27.9,0.567,83.5,0.11,Moderate,Recycled
187,Cotton Pads,Organic Cotton Pads,83.5,3.663,37.6,3.22,Not Sustainable,Standard
124,Toothbrushes,Bamboo Toothbrush,85.6,0.765,71.4,2.73,Moderate,Low-Grade
1025,Soap Holders,Bamboo Soap Dish,81.0,1.029,91.2,2.41,Moderate,Standard
609,Seedling Pots,Plastic Nursery Pot,9.3,3.952,0.5,2.97,Not Sustainable,Premium
144,Toothbrushes,Plastic Toothbrush,30.5,6.109,1.2,3.07,Not Sustainable,Standard
752,Scale (Ruler),Metal Ruler,92.6,3.68,0.9,14.32,Moderate,Recycled
1088,Pan,Non-stick Pan,54.6,4.07,0.5,1.19,Not Sustainable,Standard
198,Cotton Pads,Synthetic Cotton Pads,86.9,1.598,39.3,0.25,Moderate,Premium
610,Seedling Pots,Coir Pot,36.9,0.588,55.1,3.63,Not Sustainable,Coated
837,Candles,Paraffin Wax Candle,42.1,3.44,0.0,0.95,Not Sustainable,Recycled
280,Cutting Boards,Bamboo Cutting Board,93.7,0.915,82.6,3.84,Moderate,Standard
294,Cutting Boards,Plastic Cutting Board,48.8,7.539,0.0,2.61,Not Sustainable,Premium
998,Spoon,Steel Spoon,96.5,3.079,0.0,11.63,Moderate,Coated
401,Laptop Cooling Pads,Metal Cooling Stand,88.8,4.027,0.0,20.1,Moderate,Low-Grade
123,Toothbrushes,Plastic Toothbrush,34.7,5.035,0.5,4.43,Not Sustainable,Low-Grade
184,Cotton Pads,Organic Cotton Pads,63.0,3.017,63.9,3.9,Not Sustainable,Low-Grade
203,Cotton Pads,Bamboo Cotton Pads,93.2,1.161,82.4,6.41,Moderate,Standard
439,Belts,Cork Belt,90.5,0.374,97.3,8.92,Eco-Friendly,Untreated
836,Candles,Beeswax Candle,12.4,0.718,98.8,2.31,Not Sustainable,Standard
247,Coffee Filter,Stainless Steel Coffee Filter,89.6,2.927,0.0,18.41,Moderate,Premium
416,Laptop Cooling Pads,Metal Cooling Stand,91.2,3.294,0.3,26.36,Moderate,Coated
935,Suitcase,Polycarbonate Suitcase,24.7,5.432,0.7,4.22,Not Sustainable,Recycled
922,Baby Bottles,Glass Baby Bottle,90.9,1.337,1.9,19.78,Moderate,Low-Grade
1056,Comb,Plastic Comb,27.9,3.517,0.0,3.32,Not Sustainable,Untreated
926,Baby Bottles,Plastic Baby Bottle,18.4,7.923,0.8,3.73,Not Sustainable,Premium
53,Bags,Jute Bag,96.2,0.124,94.6,9.26,Eco-Friendly,Coated
130,Toothbrushes,Bamboo Toothbrush,90.8,0.457,83.6,5.1,Eco-Friendly,Coated
638,Car Cleaning Cloth,Microfiber Cloth,28.5,3.523,0.0,6.88,Not Sustainable,Standard
403,Laptop Cooling Pads,Bamboo Cooling Stand,93.2,0.333,61.4,4.56,Moderate,Coated
1005,Spoon,Plastic Spoon,52.1,3.268,0.0,3.62,Not Sustainable,Low-Grade
929,Baby Bottles,Plastic Baby Bottle,36.4,5.099,1.4,1.78,Not Sustainable,Coated
736,Geometry Boxes,Plastic Geometry Box,34.8,3.86,0.0,1.34,Not Sustainable,Premium
855,Reusable Cups,Plastic Cup,24.6,6.157,0.0,2.34,Not Sustainable,Coated
1059,Comb,Plastic Comb,35.0,5.095,0.5,2.78,Not Sustainable,Coated
220,Food Wraps,Beeswax Food Wrap,32.7,0.954,91.5,1.5,Moderate,Standard
642,Car Cleaning Cloth,Microfiber Cloth,11.9,1.722,0.0,4.78,Not Sustainable,Standard
2,Bottles,Steel Bottle,96.4,3.191,0.0,25.8,Moderate,Recycled
907,Baby Bottles,Glass Baby Bottle,95.5,1.121,0.6,7.07,Moderate,Premium
967,Stool,Solid Wood Stool,95.4,2.029,84.1,23.58,Eco-Friendly,Coated
81,Plates,Plastic Plate,34.6,5.398,3.3,1.92,Not Sustainable,Untreated
625,Seedling Pots,Coir Pot,33.3,1.689,28.7,6.17,Not Sustainable,Untreated
1006,Spoon,Bamboo Spoon,98.9,0.453,75.9,2.92,Eco-Friendly,Untreated
917,Baby Bottles,Plastic Baby Bottle,35.9,6.929,0.0,3.54,Not Sustainable,Coated
387,Phone Cases,Hard Plastic Case,34.3,5.959,1.1,5.21,Not Sustainable,Standard
1098,Pan,Aluminum Pan,75.8,2.077,0.0,18.69,Moderate,Coated
807,Edible Packaging,Non-edible Plastic Straw,48.7,7.413,0.1,2.14,Not Sustainable,Coated
510,Wall Clocks,Plastic Wall Clock,55.8,5.209,0.0,4.44,Not Sustainable,Premium
268,Coffee Filter,Stainless Steel Coffee Filter,94.1,3.736,0.0,16.75,Moderate,Untreated
982,Stool,Solid Wood Stool,77.6,0.336,73.4,16.86,Eco-Friendly,Premium
442,Belts,Leather Belt,37.9,6.34,19.3,9.19,Not Sustainable,Coated
497,Wall Clocks,Metal Wall Clock,90.2,1.801,0.0,23.0,Moderate,Low-Grade
830,Candles,Beeswax Candle,12.8,1.112,95.7,2.92,Not Sustainable,Premium
113,Brushes,Wooden Brush,84.8,2.04,64.8,20.46,Moderate,Recycled
692,Crayons,Soy Crayons,18.3,0.221,80.2,1.41,Moderate,Low-Grade
233,Food Wraps,Aluminum Foil,80.3,3.327,0.0,8.24,Not Sustainable,Standard
472,Wallets,Cork Wallet,84.0,1.24,97.8,5.46,Moderate,Standard
608,Seedling Pots,Jiffy Peat Pot,32.9,1.859,30.1,1.95,Not Sustainable,Recycled
672,Helmets,ABS Plastic Helmet,24.5,3.491,0.0,1.52,Not Sustainable,Standard
374,Phone Cases,Silicone Case,31.8,3.679,0.0,9.49,Not Sustainable,Recycled
827,Candles,Beeswax Candle,22.0,0.261,94.0,1.77,Moderate,Recycled
664,Helmets,ABS Plastic Helmet,27.4,4.632,0.5,2.16,Not Sustainable,Low-Grade
1013,Spoon,Steel Spoon,92.8,2.999,0.3,15.3,Moderate,Low-Grade
234,Food Wraps,Plastic Wrap,15.0,5.998,0.2,2.97,Not Sustainable,Low-Grade
819,Candles,Paraffin Wax Candle,52.4,7.716,0.0,2.21,Not Sustainable,Premium
944,Suitcase,Polycarbonate Suitcase,46.2,5.294,0.1,9.53,Not Sustainable,Coated
677,Helmets,Recycled Polymer Helmet,79.5,4.818,0.3,6.63,Not Sustainable,Coated
318,Disposable Plates,Plastic Plate,21.1,5.679,2.4,4.75,Not Sustainable,Standard
649,Car Cleaning Cloth,Cotton Cloth,74.5,3.246,50.1,4.84,Moderate,Premium
411,Laptop Cooling Pads,Plastic Cooling Pad,34.3,3.709,0.7,0.94,Not Sustainable,Recycled
1050,Soap Holders,Plastic Soap Dish,57.3,6.589,0.0,3.25,Not Sustainable,Standard
710,Crayons,Soy Crayons,17.1,0.344,82.5,2.56,Moderate,Premium
359,Disposable Cups,Bioplastic Cup,26.1,6.893,1.6,2.3,Not Sustainable,Untreated
259,Coffee Filter,Stainless Steel Coffee Filter,98.2,1.841,0.0,10.03,Moderate,Low-Grade
745,Geometry Boxes,Metal Geometry Box,88.0,2.522,0.4,15.59,Moderate,Standard
628,Seedling Pots,Coir Pot,35.3,1.338,21.9,8.99,Not Sustainable,Low-Grade
633,Car Cleaning Cloth,Cotton Cloth,77.4,1.538,33.3,0.68,Moderate,Coated
283,Cutting Boards,Bamboo Cutting Board,82.8,0.649,78.3,5.29,Moderate,Standard
377,Phone Cases,Silicone Case,29.2,1.8,0.0,17.34,Not Sustainable,Premium
385,Phone Cases,Biodegradable Case,49.2,1.572,94.0,2.22,Moderate,Coated
225,Food Wraps,Plastic Wrap,41.1,3.571,1.4,4.07,Not Sustainable,Low-Grade
1085,Pan,Non-stick Pan,46.7,5.405,2.6,1.82,Not Sustainable,Standard
1086,Pan,Aluminum Pan,91.7,4.537,0.3,19.67,Moderate,Standard
473,Wallets,Leather Wallet,42.9,8.713,18.1,3.6,Not Sustainable,Standard
348,Disposable Cups,Plastic Cup,10.4,7.566,0.9,5.77,Not Sustainable,Recycled
506,Wall Clocks,Metal Wall Clock,86.3,3.664,2.2,12.44,Not Sustainable,Premium
640,Car Cleaning Cloth,Microfiber Cloth,7.0,3.736,0.0,4.25,Not Sustainable,Untreated
1105,Pan,Cast Iron Pan,55.1,3.571,1.2,4.29,Not Sustainable,Untreated
798,Edible Packaging,Non-edible Plastic Straw,31.0,7.532,0.0,0.97,Not Sustainable,Coated
340,Disposable Cups,Paper Cup,91.2,0.261,86.0,2.0,Eco-Friendly,Low-Grade
556,Rugs,Jute Rug,96.2,0.567,91.6,5.35,Eco-Friendly,Recycled
620,Seedling Pots,Jiffy Peat Pot,32.3,1.799,35.8,1.85,Not Sustainable,Untreated
28,Bottles,Plastic Bottle,59.0,7.121,0.0,3.11,Not Sustainable,Untreated
964,Stool,Solid Wood Stool,71.1,2.624,75.7,11.34,Moderate,Low-Grade
646,Car Cleaning Cloth,Microfiber Cloth,17.3,4.672,0.4,8.21,Not Sustainable,Untreated
953,Suitcase,Polycarbonate Suitcase,10.8,5.596,0.0,7.11,Not Sustainable,Low-Grade
1049,Soap Holders,Bamboo Soap Dish,86.4,0.622,76.3,6.25,Moderate,Coated
557,Rugs,Wool Rug,78.3,1.831,68.2,9.12,Moderate,Premium
682,Helmets,ABS Plastic Helmet,57.4,6.618,0.0,4.62,Not Sustainable,Standard
578,Food Trays,Aluminum Tray,85.4,2.836,1.1,15.31,Moderate,Premium
796,Edible Packaging,Edible Rice Straw,19.2,6.421,0.8,2.38,Not Sustainable,Coated
86,Plates,Bamboo Plate,91.7,0.91,74.3,4.33,Moderate,Standard
243,Coffee Filter,Disposable Plastic Coffee Pods,43.1,7.931,0.0,3.58,Not Sustainable,Recycled
699,Crayons,Plastic Wax Crayons,24.7,2.61,1.1,3.5,Not Sustainable,Low-Grade
839,Candles,Beeswax Candle,28.2,0.813,98.2,2.64,Moderate,Untreated
160,Lunchboxes,Steel Lunchbox,92.2,2.085,0.0,13.75,Moderate,Coated
525,Curtains,Cotton Curtains,76.3,1.599,56.6,2.13,Moderate,Recycled
36,Bags,Polyester Bag,24.9,2.754,0.0,1.39,Not Sustainable,Recycled
541,Rugs,Jute Rug,90.8,0.638,88.2,9.49,Eco-Friendly,Untreated
171,Lunchboxes,Bamboo Lunchbox,82.3,0.866,95.2,6.95,Moderate,Recycled
655,Car Cleaning Cloth,Cotton Cloth,64.1,3.796,53.6,3.34,Not Sustainable,Recycled
749,Geometry Boxes,Metal Geometry Box,85.6,4.198,0.2,23.46,Moderate,Low-Grade
1029,Soap Holders,Bamboo Soap Dish,81.2,0.779,93.7,3.33,Moderate,Recycled
1028,Soap Holders,Plastic Soap Dish,30.2,4.82,0.0,4.97,Not Sustainable,Coated
485,Wall Clocks,Metal Wall Clock,93.5,3.838,0.0,18.48,Moderate,Recycled
734,Geometry Boxes,Plastic Geometry Box,48.3,6.645,0.3,2.09,Not Sustainable,Standard
900,Reusable Straws,Plastic Straw,58.1,6.321,0.4,2.55,Not Sustainable,Recycled
96,Brushes,Plastic Brush,20.9,4.837,0.0,2.87,Not Sustainable,Premium
564,Rugs,Polyester Rug,38.0,6.238,3.0,3.21,Not Sustainable,Recycled
241,Coffee Filter,Stainless Steel Coffee Filter,98.0,2.7,1.2,11.01,Moderate,Coated
743,Geometry Boxes,Metal Geometry Box,96.9,1.315,0.0,18.93,Moderate,Premium
864,Reusable Cups,Plastic Cup,36.5,6.219,0.7,1.89,Not Sustainable,Low-Grade
575,Food Trays,Aluminum Tray,79.3,2.307,0.6,19.01,Moderate,Recycled
691,Crayons,Beeswax Crayons,29.6,0.682,95.1,3.05,Moderate,Coated
461,Wallets,Leather Wallet,47.5,7.814,4.2,6.62,Not Sustainable,Premium
892,Reusable Straws,Steel Straw,96.1,2.434,0.0,22.97,Moderate,Premium
554,Rugs,Wool Rug,70.6,2.899,89.7,4.64,Moderate,Premium
858,Reusable Cups,Plastic Cup,11.8,4.421,2.3,4.11,Not Sustainable,Recycled
1038,Soap Holders,Plastic Soap Dish,18.5,6.774,0.8,3.73,Not Sustainable,Coated
207,Cotton Pads,Synthetic Cotton Pads,80.8,3.43,43.4,0.97,Not Sustainable,Recycled
393,Laptop Cooling Pads,Plastic Cooling Pad,42.6,5.09,0.6,4.24,Not Sustainable,Recycled
795,Edible Packaging,Non-edible Plastic Straw,19.6,5.2,0.6,3.37,Not Sustainable,Coated
871,Reusable Straws,Steel Straw,94.4,2.234,0.0,18.45,Moderate,Standard
398,Laptop Cooling Pads,Metal Cooling Stand,90.1,4.689,0.0,7.46,Not Sustainable,Premium
767,Scale (Ruler),Metal Ruler,92.2,1.718,0.2,16.5,Moderate,Recycled
1019,Spoon,Steel Spoon,99.3,3.015,0.2,24.09,Moderate,Recycled
218,Food Wraps,Aluminum Foil,70.2,5.483,1.0,18.79,Not Sustainable,Coated
5,Bottles,Bamboo Bottle,81.9,0.939,92.8,5.53,Moderate,Recycled
769,Scale (Ruler),Wooden Ruler,72.3,0.896,79.6,13.23,Moderate,Recycled
643,Car Cleaning Cloth,Cotton Cloth,82.3,1.497,55.2,4.1,Moderate,Recycled
462,Wallets,PU Leather Wallet,4.6,10.395,0.2,2.21,Not Sustainable,Standard
943,Suitcase,Recycled Plastic Suitcase,34.6,3.82,1.6,1.04,Not Sustainable,Standard
613,Seedling Pots,Coir Pot,35.3,1.624,31.5,3.98,Not Sustainable,Standard
739,Geometry Boxes,Metal Geometry Box,91.7,1.576,0.3,27.4,Moderate,Premium
961,Stool,Solid Wood Stool,75.6,2.022,63.0,16.93,Moderate,Untreated
547,Rugs,Jute Rug,92.2,0.432,71.1,5.94,Eco-Friendly,Coated
987,Stool,Plastic Stool,45.1,7.657,3.0,5.19,Not Sustainable,Untreated
726,Geometry Boxes,Plastic Geometry Box,13.9,3.968,1.1,2.53,Not Sustainable,Low-Grade
1103,Pan,Non-stick Pan,41.1,7.377,0.2,0.97,Not Sustainable,Recycled
684,Helmets,ABS Plastic Helmet,28.1,4.296,2.1,2.39,Not Sustainable,Untreated
99,Brushes,Plastic Brush,28.2,7.234,2.8,3.25,Not Sustainable,Untreated
805,Edible Packaging,Edible Rice Straw,33.5,4.243,0.0,3.93,Not Sustainable,Low-Grade
728,Geometry Boxes,Plastic Geometry Box,18.8,7.881,0.0,2.77,Not Sustainable,Recycled
574,Food Trays,Sugarcane Bagasse Tray,21.8,0.472,100.0,0.1,Moderate,Recycled
407,Laptop Cooling Pads,Metal Cooling Stand,89.1,1.69,0.0,17.29,Moderate,Untreated
503,Wall Clocks,Metal Wall Clock,94.1,4.42,0.0,8.85,Not Sustainable,Premium
48,Bags,Polyester Bag,32.6,5.029,0.1,2.0,Not Sustainable,Coated
33,Bags,Polyester Bag,22.4,6.439,0.7,3.72,Not Sustainable,Untreated
930,Baby Bottles,Silicone Baby Bottle,11.3,3.209,0.0,9.18,Not Sustainable,Premium
780,Scale (Ruler),Plastic Ruler,36.5,6.162,0.2,2.17,Not Sustainable,Standard
840,Candles,Paraffin Wax Candle,45.1,2.376,1.3,1.31,Not Sustainable,Low-Grade
201,Cotton Pads,Synthetic Cotton Pads,76.5,3.385,64.0,1.69,Moderate,Low-Grade
135,Toothbrushes,Plastic Toothbrush,32.2,7.439,0.5,3.33,Not Sustainable,Coated
41,Bags,Jute Bag,97.6,0.973,85.7,9.79,Eco-Friendly,Standard
1018,Spoon,Bamboo Spoon,96.0,0.577,78.0,3.26,Moderate,Untreated
231,Food Wraps,Plastic Wrap,45.3,3.973,0.1,3.72,Not Sustainable,Recycled
379,Phone Cases,Biodegradable Case,57.1,1.628,89.0,0.1,Moderate,Untreated
289,Cutting Boards,Bamboo Cutting Board,96.5,0.623,85.1,5.37,Eco-Friendly,Low-Grade
419,Laptop Cooling Pads,Metal Cooling Stand,94.9,4.147,1.6,25.61,Moderate,Coated
392,Laptop Cooling Pads,Metal Cooling Stand,94.6,2.826,0.2,27.22,Moderate,Low-Grade
593,Food Trays,Aluminum Tray,88.4,3.071,0.0,7.03,Not Sustainable,Coated
648,Car Cleaning Cloth,Microfiber Cloth,7.7,4.087,0.0,8.34,Not Sustainable,Coated
521,Curtains,Cotton Curtains,59.4,1.74,49.6,1.87,Not Sustainable,Coated
65,Plates,Bamboo Plate,92.7,0.996,80.6,4.22,Moderate,Standard
15,Bottles,Glass Bottle,86.3,1.354,2.6,17.39,Moderate,Standard
493,Wall Clocks,Wooden Wall Clock,65.4,1.451,85.8,4.27,Moderate,Standard
380,Phone Cases,Silicone Case,32.8,1.926,0.1,7.57,Not Sustainable,Coated
188,Cotton Pads,Bamboo Cotton Pads,97.6,0.512,90.5,6.15,Eco-Friendly,Premium
764,Scale (Ruler),Metal Ruler,92.5,3.619,0.0,26.29,Moderate,Standard
217,Food Wraps,Beeswax Food Wrap,12.9,0.499,96.1,3.73,Moderate,Premium
792,Edible Packaging,Non-edible Plastic Straw,47.1,7.256,0.0,1.31,Not Sustainable,Low-Grade
879,Reusable Straws,Plastic Straw,24.1,3.392,0.9,1.25,Not Sustainable,Untreated
338,Disposable Cups,Bioplastic Cup,48.3,6.332,0.6,1.91,Not Sustainable,Untreated
720,Crayons,Plastic Wax Crayons,11.1,3.428,0.5,1.16,Not Sustainable,Recycled
296,Cutting Boards,Wooden Cutting Board,94.2,0.837,91.1,18.4,Eco-Friendly,Coated
1017,Spoon,Plastic Spoon,54.8,3.747,0.0,1.31,Not Sustainable,Standard
456,Wallets,PU Leather Wallet,10.4,9.748,0.8,3.02,Not Sustainable,Recycled
816,Candles,Paraffin Wax Candle,14.6,5.804,0.5,1.58,Not Sustainable,Recycled
270,Coffee Filter,Disposable Plastic Coffee Pods,14.6,6.279,0.0,1.94,Not Sustainable,Untreated
996,Spoon,Plastic Spoon,37.1,5.167,1.4,1.38,Not Sustainable,Coated
202,Cotton Pads,Organic Cotton Pads,66.2,2.115,53.3,3.1,Moderate,Low-Grade
162,Lunchboxes,Bamboo Lunchbox,94.5,0.766,62.7,5.27,Moderate,Low-Grade
730,Geometry Boxes,Plastic Geometry Box,54.6,3.505,0.2,2.47,Not Sustainable,Standard
402,Laptop Cooling Pads,Plastic Cooling Pad,47.6,5.74,0.3,4.19,Not Sustainable,Untreated
703,Crayons,Beeswax Crayons,17.8,1.221,95.5,2.09,Not Sustainable,Low-Grade
566,Rugs,Wool Rug,62.2,2.986,85.9,5.5,Moderate,Coated
1022,Soap Holders,Plastic Soap Dish,36.0,3.647,2.2,3.35,Not Sustainable,Standard
1026,Soap Holders,Plastic Soap Dish,34.7,5.494,1.2,3.48,Not Sustainable,Premium
206,Cotton Pads,Bamboo Cotton Pads,82.6,0.577,68.9,3.94,Moderate,Recycled
35,Bags,Jute Bag,96.8,0.839,76.8,6.69,Moderate,Untreated
776,Scale (Ruler),Metal Ruler,88.0,1.73,0.0,8.99,Moderate,Coated
509,Wall Clocks,Metal Wall Clock,82.8,4.794,0.5,11.84,Not Sustainable,Coated
1097,Pan,Non-stick Pan,21.3,5.825,0.0,3.13,Not Sustainable,Premium
92,Brushes,Wooden Brush,82.1,1.046,90.6,19.45,Eco-Friendly,Low-Grade
898,Reusable Straws,Steel Straw,91.0,2.263,0.0,12.06,Moderate,Low-Grade
565,Rugs,Jute Rug,94.9,0.937,74.0,9.33,Moderate,Low-Grade
777,Scale (Ruler),Plastic Ruler,27.7,6.1,0.0,0.71,Not Sustainable,Low-Grade
242,Coffee Filter,Paper Coffee Filter,74.9,1.584,93.4,0.53,Moderate,Untreated
14,Bottles,Steel Bottle,95.9,3.9,0.0,24.92,Moderate,Untreated
316,Disposable Plates,Areca Leaf Plate,87.2,0.575,90.1,0.87,Moderate,Standard
601,Seedling Pots,Coir Pot,37.9,0.704,32.2,10.15,Not Sustainable,Coated
388,Phone Cases,Biodegradable Case,33.0,1.132,69.4,0.33,Not Sustainable,Untreated
167,Lunchboxes,Plastic Lunchbox,39.1,4.926,0.1,4.0,Not Sustainable,Coated
841,Reusable Cups,Steel Mug,92.1,3.493,0.5,16.32,Moderate,Recycled
21,Bottles,Bamboo Bottle,79.6,0.262,91.2,6.55,Eco-Friendly,Coated
647,Car Cleaning Cloth,Cotton Cloth,75.7,1.506,60.5,2.04,Moderate,Standard
832,Candles,Soy Wax Candle,11.7,0.878,95.2,3.16,Not Sustainable,Untreated
563,Rugs,Wool Rug,85.0,2.026,70.8,8.34,Moderate,Premium
1084,Pan,Cast Iron Pan,33.7,4.897,0.8,2.49,Not Sustainable,Untreated
687,Helmets,Recycled Polymer Helmet,65.0,4.286,0.0,11.03,Not Sustainable,Recycled
958,Suitcase,Recycled Plastic Suitcase,35.3,3.564,1.9,0.1,Not Sustainable,Untreated
190,Cotton Pads,Organic Cotton Pads,88.9,3.223,73.6,1.06,Moderate,Low-Grade
976,Stool,Solid Wood Stool,92.5,1.319,65.6,7.48,Moderate,Premium
700,Crayons,Beeswax Crayons,18.7,0.929,96.3,2.98,Not Sustainable,Untreated
511,Curtains,Cotton Curtains,71.8,3.595,35.4,0.86,Not Sustainable,Coated
1083,Pan,Aluminum Pan,90.7,4.105,1.1,8.98,Not Sustainable,Premium
475,Wallets,Cork Wallet,80.2,0.865,98.7,9.26,Moderate,Premium
857,Reusable Cups,Bamboo Cup,87.2,0.546,73.3,4.94,Moderate,Untreated
748,Geometry Boxes,Plastic Geometry Box,47.5,6.783,0.0,2.56,Not Sustainable,Untreated
253,Coffee Filter,Stainless Steel Coffee Filter,90.8,2.994,0.0,10.21,Not Sustainable,Standard
22,Bottles,Steel Bottle,93.0,1.675,0.0,8.95,Moderate,Coated
460,Wallets,Cork Wallet,83.9,1.243,87.0,4.45,Moderate,Recycled
277,Cutting Boards,Bamboo Cutting Board,88.4,0.146,72.0,6.18,Eco-Friendly,Coated
956,Suitcase,Polycarbonate Suitcase,20.2,4.876,0.0,8.2,Not Sustainable,Low-Grade
386,Phone Cases,Silicone Case,13.7,2.855,0.6,5.32,Not Sustainable,Recycled
806,Edible Packaging,Edible Spoon,55.6,6.197,1.3,1.67,Not Sustainable,Premium
344,Disposable Cups,Bioplastic Cup,53.7,3.444,2.4,4.63,Not Sustainable,Premium
770,Scale (Ruler),Metal Ruler,98.1,2.385,0.0,20.5,Moderate,Coated
131,Toothbrushes,Biodegradable Toothbrush,15.5,4.985,0.0,2.41,Not Sustainable,Coated
872,Reusable Straws,Bamboo Straw,92.4,0.632,76.0,1.01,Moderate,Premium
88,Plates,Palm Leaf Plate,54.8,2.849,0.7,0.53,Not Sustainable,Coated
331,Disposable Cups,Paper Cup,76.3,0.686,98.4,1.94,Moderate,Coated
467,Wallets,Leather Wallet,31.8,5.585,19.8,4.31,Not Sustainable,Standard
122,Toothbrushes,Biodegradable Toothbrush,54.3,6.096,0.0,2.13,Not Sustainable,Recycled
1045,Soap Holders,Bamboo Soap Dish,81.6,1.141,92.4,3.07,Moderate,Recycled
1096,Pan,Cast Iron Pan,39.3,6.262,0.0,3.27,Not Sustainable,Premium
861,Reusable Cups,Plastic Cup,46.4,3.472,2.0,1.18,Not Sustainable,Recycled
